TEMPO;FO
0;154269
5;92854
10;90468
15;85949
20;85949
25;84559
30;84559
35;84559
40;84559
45;84559
50;84559
55;84559
60;84559
65;84559
70;84559
75;84559
80;84559
85;84559
90;84559
95;84559
100;84559
105;84559
110;84559
115;84559
120;84559
125;84559
130;84559
135;84559
140;84559
145;84559
150;84559
155;84559
160;84559
165;84559
170;84559
175;84559
180;84559
185;84559
190;84559
195;84559
200;84559
205;84559
210;84559
215;83561
220;83561
225;83561
230;83561
235;83561
240;83561
245;83561
250;83561
255;83561
260;83561
265;81592
270;81592
275;81592
280;81592
285;81592
290;81592
295;81592
300;81592
