TEMPO;FO
0;151454
5;93371
10;89712
15;89712
20;89712
25;89712
30;84329
35;84329
40;84329
45;84329
50;84329
55;84329
60;84329
65;84329
70;84329
75;84329
80;84329
85;84329
90;84329
95;84329
100;84329
105;84329
110;84329
115;84329
120;84329
125;84329
130;84329
135;84329
140;84329
145;84329
150;84329
155;84329
160;84329
165;84329
170;84329
175;84329
180;84329
185;84329
190;84329
195;84329
200;84329
205;84329
210;84329
215;84329
220;84329
225;84329
230;84329
235;84329
240;84329
245;84329
250;84329
255;84329
260;84329
265;84329
270;84329
275;84329
280;84329
285;84329
290;84329
295;84329
300;84329
