TEMPO;FO
0;142505
5;85299
10;84081
15;84081
20;84081
25;84081
30;84081
35;82856
40;82856
45;82856
50;82856
55;82856
60;82856
65;82856
70;82856
75;82856
80;82856
85;82856
90;82856
95;82856
100;82856
105;82856
110;82856
115;82856
120;82856
125;82856
130;82856
135;82856
140;82856
145;82856
150;82856
155;82856
160;82856
165;82856
170;82856
175;82856
180;82856
185;82856
190;82856
195;82856
200;82856
205;82856
210;82856
215;82856
220;82856
225;82856
230;82856
235;82856
240;81708
245;81708
250;81708
255;81708
260;81708
265;81708
270;81708
275;81708
280;81708
285;81708
290;81708
295;81708
300;81708
