TEMPO;FO
0;153825
5;89159
10;89159
15;80895
20;80895
25;80895
30;80895
35;80895
40;80895
45;80895
50;80895
55;80895
60;80895
65;80895
70;80895
75;80895
80;80895
85;80895
90;80895
95;80895
100;80895
105;80895
110;80895
115;80895
120;80895
125;80895
130;80895
135;80895
140;80895
145;80895
150;80895
155;80895
160;80895
165;80895
170;80895
175;80895
180;80895
185;80895
190;80895
195;80895
200;80895
205;80895
210;80895
215;80895
220;80895
225;80895
230;80895
235;80895
240;80895
245;80895
250;80895
255;80895
260;80895
265;80895
270;80895
275;80895
280;80895
285;80895
290;80895
295;80895
300;80895
