TEMPO;FO
0;83477
5;83477
10;83477
15;83477
20;83477
25;83477
30;83477
35;83477
40;83477
45;83477
50;83477
55;82274
60;82274
65;82274
70;82274
75;82274
80;82274
85;82274
90;82274
95;82274
100;82274
105;82274
110;82274
115;82274
120;82274
125;82274
130;82274
135;82274
140;82274
145;82274
150;82274
155;82274
160;82274
165;82274
170;82274
175;82274
180;82274
185;82274
190;81124
195;81124
200;81124
205;81124
210;81124
215;81124
220;81124
225;81124
230;81124
235;81124
240;81124
245;81124
250;81124
255;81124
260;81124
265;81124
270;81124
275;81124
280;81124
285;81124
290;81124
295;81124
300;81124
