TEMPO;FO
0;159304
5;100214
10;97130
15;97130
20;97130
25;97130
30;97130
35;97130
40;97130
45;96872
50;96872
55;96872
60;96872
65;96872
70;96872
75;96872
80;96872
85;96872
90;96872
95;96872
100;96872
105;96872
110;95144
115;95144
120;95144
125;95144
130;95144
135;95144
140;95144
145;95144
150;95144
155;95144
160;95144
165;95144
170;95144
175;94350
180;94350
185;94350
190;94350
195;94350
200;94350
205;94350
210;94350
215;94350
220;94350
225;94350
230;94350
235;94350
240;94350
245;94350
250;94350
255;94350
260;94350
265;94350
270;94350
275;94350
280;94350
285;94350
290;94350
295;94350
300;94350
