TEMPO;FO_media;FO_min;FO_max
0;87850.2;84333;94387
5;80671.7;78897;81680
10;79621.7;75210;81037
15;79405.3;74278;80940
20;79312.4;74252;80940
25;79312.4;74252;80940
30;79158.8;73898;80940
35;79138.5;73898;80940
40;79071.7;73230;80940
45;78972.0;72919;80940
50;78346.1;72919;80940
55;78284.6;72919;80940
60;78284.6;72919;80940
65;78284.6;72919;80940
70;78284.6;72919;80940
75;78284.6;72919;80940
80;78284.6;72919;80940
85;78284.6;72919;80940
90;78271.4;72919;80808
95;77952.4;72919;80681
100;77952.4;72919;80681
105;77808.7;72919;80681
110;77790.6;72919;80681
115;77790.6;72919;80681
120;77790.6;72919;80681
125;77790.6;72919;80681
130;77790.6;72919;80681
135;77790.6;72919;80681
140;77700.7;72919;80681
145;77324.7;72919;80681
150;77278.8;72919;80681
155;77063.3;72919;80681
160;77063.3;72919;80681
165;77021.9;72919;80681
170;77021.9;72919;80681
175;77021.9;72919;80681
180;76982.9;72919;80291
185;76785.5;72919;79392
190;76782.5;72919;79392
195;76782.5;72919;79392
200;76766.7;72919;79392
205;76273.4;72919;79392
210;76273.4;72919;79392
215;76136.5;72919;78023
220;75833.3;72919;77960
225;75833.3;72919;77960
230;75833.3;72919;77960
235;75833.3;72919;77960
240;75833.3;72919;77960
245;75833.3;72919;77960
250;75833.3;72919;77960
255;75833.3;72919;77960
260;75833.3;72919;77960
265;75830.2;72919;77960
270;75813.4;72919;77960
275;75702.4;72919;77960
280;75702.4;72919;77960
285;75679.9;72919;77960
290;75612.9;72919;77960
295;75612.9;72919;77960
300;75612.9;72919;77960
