TEMPO;FO_media;FO_min;FO_max
0;154078.6;148222;157793
5;139840.6;135313;144760
10;138886.2;135313;142629
15;138123.5;135313;141985
20;137326.4;135313;140009
25;137295.3;135313;140009
30;137229.3;135313;140009
35;137223.2;135252;140009
40;137140.1;135220;140009
45;137026.9;135220;140009
50;136881.4;135220;140009
55;136832.3;135220;139533
60;136820.5;135220;139423
65;136820.5;135220;139423
70;136671.4;135220;139423
75;136546.5;135220;138393
80;136546.5;135220;138393
85;136546.5;135220;138393
90;136545.8;135220;138393
95;136545.8;135220;138393
100;136545.8;135220;138393
105;136536.2;135220;138393
110;136536.2;135220;138393
115;136536.2;135220;138393
120;136536.2;135220;138393
125;136536.2;135220;138393
130;136536.2;135220;138393
135;136456.8;135220;138235
140;136421.9;135220;138235
145;136407.3;135220;138235
150;136407.3;135220;138235
155;136407.3;135220;138235
160;136407.3;135220;138235
165;136407.3;135220;138235
170;136407.3;135220;138235
175;136407.3;135220;138235
180;136275.5;135220;137250
185;136275.5;135220;137250
190;136275.5;135220;137250
195;136275.5;135220;137250
200;136275.5;135220;137250
205;136275.5;135220;137250
210;136275.5;135220;137250
215;136275.5;135220;137250
220;136275.5;135220;137250
225;136275.5;135220;137250
230;136275.5;135220;137250
235;136275.5;135220;137250
240;136275.5;135220;137250
245;136275.5;135220;137250
250;136275.5;135220;137250
255;136275.5;135220;137250
260;136275.5;135220;137250
265;136275.5;135220;137250
270;136275.5;135220;137250
275;136275.5;135220;137250
280;136275.5;135220;137250
285;136212.2;135220;137250
290;136212.2;135220;137250
295;136212.2;135220;137250
300;136212.2;135220;137250
