TEMPO;FO_media;FO_min;FO_max
0;87651.9;82770;92505
5;79633.4;77711;81024
10;78961.1;77711;80054
15;78671.7;76745;79502
20;78397.1;76745;79502
25;78368.6;76745;79502
30;78342.9;76745;79502
35;78035.7;76745;79188
40;78012.8;76745;79188
45;78004.2;76745;79102
50;78004.2;76745;79102
55;78004.2;76745;79102
60;77944.3;76745;78852
65;77859.6;76745;78637
70;77859.4;76745;78637
75;77859.4;76745;78637
80;77859.4;76745;78637
85;77859.4;76745;78637
90;77859.4;76745;78637
95;77859.4;76745;78637
100;77762.8;76745;78637
105;77762.8;76745;78637
110;77762.8;76745;78637
115;77762.8;76745;78637
120;77631.7;76745;78637
125;77631.7;76745;78637
130;77631.7;76745;78637
135;77454.3;76745;78637
140;77454.3;76745;78637
145;77454.3;76745;78637
150;77440.9;76745;78637
155;77411.3;76745;78637
160;77411.1;76745;78637
165;77411.1;76745;78637
170;77411.1;76745;78637
175;77411.1;76745;78637
180;77411.1;76745;78637
185;77325.2;76745;78637
190;77325.2;76745;78637
195;77325.2;76745;78637
200;77325.2;76745;78637
205;77325.2;76745;78637
210;77274.1;76745;78637
215;77204.6;76745;78637
220;77204.6;76745;78637
225;77169.9;76745;78637
230;77169.9;76745;78637
235;77169.9;76745;78637
240;77169.9;76745;78637
245;77169.9;76745;78637
250;77169.9;76745;78637
255;77169.9;76745;78637
260;77169.9;76745;78637
265;77169.9;76745;78637
270;77169.9;76745;78637
275;77169.9;76745;78637
280;77169.9;76745;78637
285;77169.9;76745;78637
290;77169.9;76745;78637
295;77169.9;76745;78637
300;77169.9;76745;78637
