TEMPO;FO_media;FO_min;FO_max
0;97761.1;91259;101255
5;86237.6;78049;89260
10;84917.4;78024;88910
15;84832.2;78024;88910
20;84734.6;78024;88910
25;84461.1;78024;88301
30;84216.0;78024;88301
35;83865.1;78024;88301
40;83783.4;78024;88301
45;83076.2;78024;88301
50;83012.2;78024;87661
55;82907.1;78024;87661
60;82907.1;78024;87661
65;82236.5;78024;87145
70;81960.0;78024;87145
75;81498.0;77105;86257
80;80740.0;77105;86257
85;80681.2;77105;85917
90;80549.1;77105;85917
95;80460.0;77105;85917
100;79656.0;77105;84977
105;79362.5;77105;84977
110;79183.0;77105;84977
115;79183.0;77105;84977
120;79183.0;77105;84977
125;79183.0;77105;84977
130;79110.8;77105;84977
135;79107.2;77105;84977
140;79032.5;76900;84977
145;79032.5;76900;84977
150;79032.5;76900;84977
155;79032.5;76900;84977
160;79032.5;76900;84977
165;79032.5;76900;84977
170;78758.3;76900;84977
175;78747.7;76900;84977
180;78747.7;76900;84977
185;78747.7;76900;84977
190;78747.7;76900;84977
195;78747.7;76900;84977
200;78719.9;76900;84977
205;78614.8;76900;84977
210;78614.8;76900;84977
215;78603.0;76900;84977
220;78603.0;76900;84977
225;78603.0;76900;84977
230;78596.0;76900;84977
235;78596.0;76900;84977
240;78596.0;76900;84977
245;78596.0;76900;84977
250;78596.0;76900;84977
255;78596.0;76900;84977
260;78596.0;76900;84977
265;78596.0;76900;84977
270;78596.0;76900;84977
275;78596.0;76900;84977
280;78596.0;76900;84977
285;78596.0;76900;84977
290;78596.0;76900;84977
295;78596.0;76900;84977
300;78596.0;76900;84977
