TEMPO;FO_media;FO_min;FO_max
0;90655.1;88455;91540
5;77959.1;74396;81433
10;77510.1;74296;81433
15;77398.7;74296;81433
20;76697.6;74266;81065
25;76499.1;74266;81065
30;76176.4;74266;79982
35;76136.0;74266;79982
40;76136.0;74266;79982
45;76136.0;74266;79982
50;76098.6;74266;79982
55;76098.6;74266;79982
60;76098.6;74266;79982
65;76098.6;74266;79982
70;75835.7;74266;77434
75;75835.7;74266;77434
80;75818.0;74266;77434
85;75811.5;74266;77434
90;75811.5;74266;77434
95;75766.2;73813;77434
100;75766.2;73813;77434
105;75676.8;73813;77434
110;75676.8;73813;77434
115;75577.8;73813;77353
120;75388.6;73813;77353
125;75378.3;73813;77353
130;75378.3;73813;77353
135;75378.3;73813;77353
140;75378.3;73813;77353
145;75378.3;73813;77353
150;75375.2;73813;77353
155;75375.2;73813;77353
160;75375.2;73813;77353
165;75375.2;73813;77353
170;75334.8;73813;77353
175;75325.8;73813;77353
180;75325.8;73813;77353
185;75325.8;73813;77353
190;75325.8;73813;77353
195;75313.9;73813;77353
200;75313.9;73813;77353
205;75313.9;73813;77353
210;75140.9;73813;77353
215;74990.3;73577;77353
220;74915.2;73577;77353
225;74915.2;73577;77353
230;74915.2;73577;77353
235;74915.2;73577;77353
240;74872.8;73577;77353
245;74872.8;73577;77353
250;74872.8;73577;77353
255;74868.4;73577;77353
260;74868.4;73577;77353
265;74868.4;73577;77353
270;74868.4;73577;77353
275;74868.4;73577;77353
280;74868.4;73577;77353
285;74868.4;73577;77353
290;74858.9;73577;77353
295;74858.9;73577;77353
300;74858.9;73577;77353
