TEMPO;FO_media;FO_min;FO_max
0;105826.2;99682;112932
5;94706.0;90446;97910
10;93433.7;87127;96998
15;92889.6;87127;96998
20;91963.0;86861;96998
25;91852.2;86361;96998
30;91774.5;86361;96998
35;91704.5;86361;96445
40;90935.6;86361;96445
45;90932.7;86361;96445
50;90872.6;86361;96445
55;90792.2;86361;96445
60;90792.2;86361;96445
65;90792.2;86361;96445
70;90792.2;86361;96445
75;90792.2;86361;96445
80;90733.0;86361;96445
85;90732.3;86361;96445
90;90671.5;86361;96445
95;90671.5;86361;96445
100;90645.6;86361;96445
105;90595.2;86361;96445
110;90537.2;86226;96445
115;90537.2;86226;96445
120;90537.2;86226;96445
125;90537.2;86226;96445
130;90537.2;86226;96445
135;90537.2;86226;96445
140;90183.6;86226;96445
145;89955.0;86226;96445
150;89955.0;86226;96445
155;89955.0;86226;96445
160;89548.5;86226;93663
165;89142.6;86226;93049
170;89142.6;86226;93049
175;89142.6;86226;93049
180;89142.6;86226;93049
185;89142.6;86226;93049
190;89142.6;86226;93049
195;89142.6;86226;93049
200;89142.6;86226;93049
205;89142.6;86226;93049
210;89142.6;86226;93049
215;89142.6;86226;93049
220;89142.6;86226;93049
225;89142.6;86226;93049
230;89142.6;86226;93049
235;89142.6;86226;93049
240;89076.1;86226;93049
245;88864.8;86226;93049
250;88864.8;86226;93049
255;88864.8;86226;93049
260;88864.8;86226;93049
265;88864.8;86226;93049
270;88864.8;86226;93049
275;88864.8;86226;93049
280;88864.8;86226;93049
285;88864.8;86226;93049
290;88864.8;86226;93049
295;88864.8;86226;93049
300;88864.8;86226;93049
