TEMPO;FO_media;FO_min;FO_max
0;136313.9;94255;154271
5;88182.7;84772;90523
10;86965.7;79442;89475
15;85445.4;79442;87784
20;85093.4;79442;87784
25;84982.9;79442;87784
30;84738.7;79442;87368
35;84738.7;79442;87368
40;84467.8;79442;87368
45;84467.8;79442;87368
50;84212.5;79442;87368
55;84120.2;79442;87368
60;84120.2;79442;87368
65;84007.4;79442;86940
70;84007.4;79442;86940
75;83704.7;79442;86940
80;83704.7;79442;86940
85;83489.3;79442;86240
90;83489.3;79442;86240
95;83366.5;79442;85728
100;83366.5;79442;85728
105;83315.8;79442;85342
110;83315.8;79442;85342
115;83315.8;79442;85342
120;83154.6;79442;85027
125;83154.6;79442;85027
130;83154.6;79442;85027
135;82596.9;79195;85027
140;82351.7;79195;85027
145;82351.7;79195;85027
150;82351.7;79195;85027
155;82351.7;79195;85027
160;82351.7;79195;85027
165;82351.7;79195;85027
170;82351.7;79195;85027
175;82351.7;79195;85027
180;82305.1;79195;85027
185;82305.1;79195;85027
190;82305.1;79195;85027
195;82207.2;79195;84552
200;82207.2;79195;84552
205;82008.4;79195;84552
210;82008.4;79195;84552
215;82008.4;79195;84552
220;82008.4;79195;84552
225;82008.4;79195;84552
230;82008.4;79195;84552
235;82008.4;79195;84552
240;81952.3;79195;84552
245;81952.3;79195;84552
250;81928.7;79195;84552
255;81928.7;79195;84552
260;81928.7;79195;84552
265;81928.7;79195;84552
270;81928.7;79195;84552
275;81928.7;79195;84552
280;81928.7;79195;84552
285;81928.7;79195;84552
290;81928.7;79195;84552
295;81928.7;79195;84552
300;81928.7;79195;84552
