TEMPO;FO_media;FO_min;FO_max
0;134814.8;90673;153642
5;90972.7;87109;93462
10;89986.3;87109;91900
15;89540.9;87074;91900
20;89125.7;87074;91188
25;88538.6;86712;91121
30;87322.6;83078;91121
35;87111.6;83078;89115
40;87035.3;83078;89115
45;87035.3;83078;89115
50;86965.4;83078;89115
55;86965.4;83078;89115
60;86965.4;83078;89115
65;86965.4;83078;89115
70;86852.5;83078;88995
75;86852.5;83078;88995
80;86346.7;83078;88361
85;86346.7;83078;88361
90;86346.7;83078;88361
95;86346.7;83078;88361
100;86346.7;83078;88361
105;86092.5;83078;88361
110;86092.5;83078;88361
115;86092.5;83078;88361
120;86092.5;83078;88361
125;86092.5;83078;88361
130;86092.5;83078;88361
135;86092.5;83078;88361
140;85692.1;83078;88361
145;85692.1;83078;88361
150;85631.4;83078;88361
155;85631.4;83078;88361
160;85631.4;83078;88361
165;85478.7;83078;87718
170;85478.7;83078;87718
175;85478.7;83078;87718
180;85478.7;83078;87718
185;85478.7;83078;87718
190;85478.7;83078;87718
195;85478.7;83078;87718
200;85478.7;83078;87718
205;85478.7;83078;87718
210;85478.7;83078;87718
215;85478.7;83078;87718
220;85478.7;83078;87718
225;85410.2;83078;87718
230;85410.2;83078;87718
235;85410.2;83078;87718
240;85410.2;83078;87718
245;85410.2;83078;87718
250;85410.2;83078;87718
255;85410.2;83078;87718
260;85410.2;83078;87718
265;85410.2;83078;87718
270;85410.2;83078;87718
275;85410.2;83078;87718
280;85410.2;83078;87718
285;85410.2;83078;87718
290;85410.2;83078;87718
295;85410.2;83078;87718
300;85410.2;83078;87718
