TEMPO;FO_media;FO_min;FO_max
0;150519.2;148357;153205
5;87988.3;83676;90599
10;87391.4;83676;89080
15;86799.3;83676;88866
20;86082.1;83212;87630
25;85936.0;83212;87630
30;85126.5;82638;87630
35;85097.7;82638;87630
40;84980.4;82638;87630
45;84592.7;82638;87630
50;84337.3;82638;86444
55;82897.7;78085;86167
60;82897.7;78085;86167
65;82897.7;78085;86167
70;82750.6;78085;85348
75;82750.6;78085;85348
80;82750.6;78085;85348
85;82750.6;78085;85348
90;82715.5;78085;84997
95;82715.5;78085;84997
100;82715.5;78085;84997
105;82715.5;78085;84997
110;82447.8;78085;84997
115;82447.8;78085;84997
120;82447.8;78085;84997
125;82397.7;78085;84997
130;82397.7;78085;84997
135;82397.7;78085;84997
140;82397.7;78085;84997
145;82397.7;78085;84997
150;82397.7;78085;84997
155;82397.7;78085;84997
160;82397.7;78085;84997
165;82397.7;78085;84997
170;81972.6;78085;84696
175;81972.6;78085;84696
180;81972.6;78085;84696
185;81972.6;78085;84696
190;81972.6;78085;84696
195;81972.6;78085;84696
200;81972.6;78085;84696
205;81972.6;78085;84696
210;81646.9;78085;84696
215;81646.9;78085;84696
220;81646.9;78085;84696
225;81646.9;78085;84696
230;81646.9;78085;84696
235;81597.5;77591;84696
240;81597.5;77591;84696
245;81597.5;77591;84696
250;81452.6;77591;83620
255;81452.6;77591;83620
260;81452.6;77591;83620
265;81452.6;77591;83620
270;81452.6;77591;83620
275;81452.6;77591;83620
280;81452.6;77591;83620
285;81452.6;77591;83620
290;81452.6;77591;83620
295;81392.4;77591;83620
300;81392.4;77591;83620
