TEMPO;FO_media;FO_min;FO_max
0;106321.1;100872;110999
5;92824.2;87511;96588
10;90281.5;85645;95199
15;89718.3;85645;94727
20;89371.9;85645;94727
25;89213.6;85645;94514
30;88318.5;85497;94514
35;87992.4;85497;94174
40;87952.6;85446;94174
45;87952.6;85446;94174
50;87952.6;85446;94174
55;87952.6;85446;94174
60;87952.6;85446;94174
65;87937.6;85446;94174
70;87937.6;85446;94174
75;87937.6;85446;94174
80;87798.5;85349;94174
85;87722.2;85349;94174
90;87722.2;85349;94174
95;87722.2;85349;94174
100;87722.2;85349;94174
105;87722.2;85349;94174
110;87722.2;85349;94174
115;87722.2;85349;94174
120;87722.2;85349;94174
125;87722.2;85349;94174
130;87722.2;85349;94174
135;87722.2;85349;94174
140;87722.2;85349;94174
145;87704.3;85349;94174
150;87704.3;85349;94174
155;87607.2;85349;94174
160;87607.2;85349;94174
165;87560.7;85137;94174
170;87509.1;85137;94174
175;87506.3;85137;94174
180;87506.3;85137;94174
185;87506.3;85137;94174
190;87506.3;85137;94174
195;87506.3;85137;94174
200;87506.3;85137;94174
205;87506.3;85137;94174
210;87506.3;85137;94174
215;87506.3;85137;94174
220;87506.3;85137;94174
225;87433.0;85137;94174
230;87400.3;85137;94174
235;87400.3;85137;94174
240;87400.3;85137;94174
245;87400.3;85137;94174
250;87400.3;85137;94174
255;87400.3;85137;94174
260;87400.3;85137;94174
265;87400.3;85137;94174
270;87400.3;85137;94174
275;87400.3;85137;94174
280;87400.3;85137;94174
285;87400.3;85137;94174
290;87400.3;85137;94174
295;87400.3;85137;94174
300;87400.3;85137;94174
