TEMPO;FO_media;FO_min;FO_max
0;94481.1;91379;99785
5;85651.4;83281;87130
10;84200.2;80925;86034
15;83498.2;80477;86034
20;82694.7;78127;86033
25;82475.2;78004;86033
30;82475.2;78004;86033
35;82196.9;76930;86033
40;80857.5;76886;84854
45;80820.7;76518;84854
50;80041.9;76479;84537
55;80030.2;76479;84537
60;79978.3;76479;84537
65;79931.3;76479;84537
70;79896.0;76479;84537
75;79699.3;76479;84537
80;79656.4;76290;84537
85;79656.4;76290;84537
90;79656.4;76290;84537
95;79551.0;76290;84537
100;79551.0;76290;84537
105;79551.0;76290;84537
110;79465.2;76290;84537
115;79465.2;76290;84537
120;79434.5;76290;84537
125;79434.5;76290;84537
130;79434.5;76290;84537
135;79434.5;76290;84537
140;79434.5;76290;84537
145;79434.5;76290;84537
150;79434.5;76290;84537
155;79434.5;76290;84537
160;79141.1;76290;82407
165;78953.0;76290;82407
170;78944.8;76290;82407
175;78937.8;76290;82407
180;78937.8;76290;82407
185;78894.1;76290;82407
190;78591.9;76290;82407
195;78208.0;76290;82407
200;78208.0;76290;82407
205;78208.0;76290;82407
210;78201.0;76290;82407
215;78201.0;76290;82407
220;78201.0;76290;82407
225;78201.0;76290;82407
230;78201.0;76290;82407
235;78201.0;76290;82407
240;78201.0;76290;82407
245;78201.0;76290;82407
250;78147.8;76290;82407
255;78147.8;76290;82407
260;78147.8;76290;82407
265;78147.8;76290;82407
270;78147.8;76290;82407
275;78147.8;76290;82407
280;78138.4;76290;82407
285;78058.9;76290;82407
290;78058.9;76290;82407
295;78032.8;76290;82407
300;78023.7;76290;82407
