TEMPO;FO_media;FO_min;FO_max
0;100981.4;96765;103877
5;93818.5;86902;96280
10;92699.2;86635;94786
15;92393.0;86635;94569
20;92355.8;86635;94569
25;91754.8;86635;94430
30;91598.4;86635;93930
35;90794.0;86635;93334
40;90704.2;86635;93334
45;90584.3;86635;93334
50;90429.8;86635;93334
55;90429.8;86635;93334
60;90429.8;86635;93334
65;90260.8;86635;93334
70;90159.1;86635;93334
75;90159.1;86635;93334
80;90159.1;86635;93334
85;90139.1;86635;93334
90;90139.1;86635;93334
95;90139.1;86635;93334
100;90008.9;86635;93334
105;89755.5;86635;93334
110;89727.0;86635;93334
115;89590.9;86635;93334
120;89471.8;86635;93334
125;89471.8;86635;93334
130;89293.4;86635;93334
135;89293.4;86635;93334
140;89293.4;86635;93334
145;89293.4;86635;93334
150;89293.4;86635;93334
155;88964.7;86635;91786
160;88964.7;86635;91786
165;88964.7;86635;91786
170;88937.0;86635;91786
175;88937.0;86635;91786
180;88937.0;86635;91786
185;88937.0;86635;91786
190;88937.0;86635;91786
195;88937.0;86635;91786
200;88937.0;86635;91786
205;88937.0;86635;91786
210;88937.0;86635;91786
215;88937.0;86635;91786
220;88895.4;86635;91786
225;88895.4;86635;91786
230;88891.3;86635;91786
235;88891.3;86635;91786
240;88891.3;86635;91786
245;88891.3;86635;91786
250;88891.3;86635;91786
255;88891.3;86635;91786
260;88891.3;86635;91786
265;88891.3;86635;91786
270;88891.3;86635;91786
275;88891.3;86635;91786
280;88891.3;86635;91786
285;88891.3;86635;91786
290;88891.3;86635;91786
295;88891.3;86635;91786
300;88891.3;86635;91786
