TEMPO;FO_media;FO_min;FO_max
0;89771.9;86257;94562
5;78416.3;73659;83947
10;76252.7;73659;80368
15;76026.8;73659;80272
20;75117.6;73659;76970
25;74834.4;73508;76970
30;74783.0;73508;76970
35;74782.1;73499;76970
40;74718.1;73499;76970
45;74718.1;73499;76970
50;74718.1;73499;76970
55;74718.1;73499;76970
60;74718.1;73499;76970
65;74718.1;73499;76970
70;74718.1;73499;76970
75;74718.1;73499;76970
80;74718.1;73499;76970
85;74718.1;73499;76970
90;74664.8;73499;76970
95;74652.3;73499;76970
100;74639.4;73499;76970
105;74549.6;73499;76970
110;74549.6;73499;76970
115;74547.2;73499;76970
120;74544.7;73474;76970
125;74544.7;73474;76970
130;74500.9;73474;76532
135;74493.7;73474;76460
140;74493.7;73474;76460
145;74493.7;73474;76460
150;74293.1;73474;75188
155;74293.1;73474;75188
160;74293.1;73474;75188
165;74293.1;73474;75188
170;74293.1;73474;75188
175;74293.1;73474;75188
180;74293.1;73474;75188
185;74293.1;73474;75188
190;74293.1;73474;75188
195;74293.1;73474;75188
200;74293.1;73474;75188
205;74293.1;73474;75188
210;74293.1;73474;75188
215;74293.1;73474;75188
220;74290.0;73474;75188
225;74290.0;73474;75188
230;74232.2;73474;75188
235;74232.2;73474;75188
240;74232.2;73474;75188
245;74232.2;73474;75188
250;74178.2;73474;75188
255;74178.2;73474;75188
260;74178.2;73474;75188
265;74178.2;73474;75188
270;74177.1;73474;75188
275;74177.1;73474;75188
280;74177.1;73474;75188
285;74173.4;73474;75151
290;74173.4;73474;75151
295;74173.4;73474;75151
300;74173.4;73474;75151
