TEMPO;FO_media;FO_min;FO_max
0;156949.0;108384;164789
5;99505.5;94708;102705
10;98849.5;94708;101885
15;98560.6;94708;100803
20;98240.3;94708;100803
25;97786.8;94708;99403
30;97379.4;94708;98773
35;97327.3;94708;98773
40;97300.3;94708;98773
45;96506.1;94535;97816
50;96506.1;94535;97816
55;96423.1;94535;97583
60;96423.1;94535;97583
65;96196.0;94535;97583
70;96081.6;94535;97583
75;95940.9;94535;97583
80;95940.9;94535;97583
85;95872.5;94535;97583
90;95690.9;94535;96872
95;95690.9;94535;96872
100;95690.9;94535;96872
105;95690.9;94535;96872
110;95346.2;94123;96390
115;95341.0;94123;96338
120;95341.0;94123;96338
125;95341.0;94123;96338
130;95341.0;94123;96338
135;95341.0;94123;96338
140;95341.0;94123;96338
145;95341.0;94123;96338
150;95341.0;94123;96338
155;95341.0;94123;96338
160;95341.0;94123;96338
165;95341.0;94123;96338
170;95334.2;94123;96338
175;95177.7;94123;96338
180;95177.7;94123;96338
185;95177.7;94123;96338
190;94898.0;93871;96338
195;94898.0;93871;96338
200;94898.0;93871;96338
205;94898.0;93871;96338
210;94898.0;93871;96338
215;94898.0;93871;96338
220;94756.1;93871;96338
225;94643.3;93871;96338
230;94643.3;93871;96338
235;94273.9;91014;96338
240;94273.9;91014;96338
245;94263.4;91014;96233
250;94263.4;91014;96233
255;94263.4;91014;96233
260;94263.4;91014;96233
265;94263.4;91014;96233
270;94263.4;91014;96233
275;94263.4;91014;96233
280;94263.4;91014;96233
285;94263.4;91014;96233
290;94263.4;91014;96233
295;94263.4;91014;96233
300;94263.4;91014;96233
