TEMPO;FO
0;90556
5;77200
10;76874
15;76721
20;76721
25;76409
30;76409
35;76409
40;76409
45;76409
50;76409
55;76409
60;76409
65;76409
70;76409
75;76409
80;76409
85;76409
90;76409
95;76409
100;76409
105;76409
110;76409
115;76409
120;76409
125;76409
130;76409
135;76409
140;76409
145;76409
150;76409
155;76409
160;76409
165;76409
170;76409
175;76409
180;76409
185;76409
190;76409
195;76409
200;76409
205;76409
210;76409
215;76409
220;76409
225;76409
230;76409
235;76409
240;76409
245;76409
250;76409
255;76409
260;76409
265;76409
270;76409
275;76409
280;76409
285;76409
290;76409
295;76409
300;76409
