TEMPO;FO
0;110620
5;91728
10;87857
15;87857
20;87523
25;87523
30;87523
35;87523
40;87523
45;87523
50;87523
55;87523
60;87523
65;87523
70;87523
75;87523
80;87523
85;87523
90;87523
95;87523
100;87523
105;87523
110;87523
115;87523
120;87523
125;87523
130;87523
135;87523
140;87523
145;87523
150;87523
155;87523
160;87523
165;87523
170;87523
175;87523
180;87523
185;87523
190;87523
195;87523
200;87523
205;87523
210;87523
215;87523
220;87523
225;87523
230;87523
235;87523
240;87523
245;87523
250;87523
255;87523
260;87523
265;87523
270;87523
275;87523
280;87523
285;87523
290;87523
295;87523
300;87523
