TEMPO;FO
0;110999
5;91703
10;86890
15;86890
20;86890
25;86890
30;86890
35;86890
40;86890
45;86890
50;86890
55;86890
60;86890
65;86740
70;86740
75;86740
80;85349
85;85349
90;85349
95;85349
100;85349
105;85349
110;85349
115;85349
120;85349
125;85349
130;85349
135;85349
140;85349
145;85349
150;85349
155;85349
160;85349
165;85137
170;85137
175;85137
180;85137
185;85137
190;85137
195;85137
200;85137
205;85137
210;85137
215;85137
220;85137
225;85137
230;85137
235;85137
240;85137
245;85137
250;85137
255;85137
260;85137
265;85137
270;85137
275;85137
280;85137
285;85137
290;85137
295;85137
300;85137
