TEMPO;FO
0;91395
5;76563
10;76089
15;76068
20;76068
25;76068
30;76068
35;76068
40;76068
45;76068
50;76068
55;76068
60;76068
65;76068
70;76068
75;76068
80;76068
85;76068
90;76068
95;76068
100;76068
105;76068
110;76068
115;75746
120;74045
125;74045
130;74045
135;74045
140;74045
145;74045
150;74045
155;74045
160;74045
165;74045
170;74045
175;74045
180;74045
185;74045
190;74045
195;74045
200;74045
205;74045
210;74045
215;74045
220;74045
225;74045
230;74045
235;74045
240;74045
245;74045
250;74045
255;74045
260;74045
265;74045
270;74045
275;74045
280;74045
285;74045
290;74045
295;74045
300;74045
