TEMPO;FO
0;105622
5;95810
10;94727
15;94727
20;94727
25;94514
30;94514
35;94174
40;94174
45;94174
50;94174
55;94174
60;94174
65;94174
70;94174
75;94174
80;94174
85;94174
90;94174
95;94174
100;94174
105;94174
110;94174
115;94174
120;94174
125;94174
130;94174
135;94174
140;94174
145;94174
150;94174
155;94174
160;94174
165;94174
170;94174
175;94174
180;94174
185;94174
190;94174
195;94174
200;94174
205;94174
210;94174
215;94174
220;94174
225;94174
230;94174
235;94174
240;94174
245;94174
250;94174
255;94174
260;94174
265;94174
270;94174
275;94174
280;94174
285;94174
290;94174
295;94174
300;94174
