TEMPO;FO
0;90432
5;76052
10;76052
15;76052
20;75256
25;75256
30;75256
35;75256
40;75256
45;75256
50;75256
55;75256
60;75256
65;75256
70;75256
75;75256
80;75079
85;75014
90;75014
95;75014
100;75014
105;74120
110;74120
115;74120
120;74116
125;74116
130;74116
135;74116
140;74116
145;74116
150;74116
155;74116
160;74116
165;74116
170;74116
175;74116
180;74116
185;74116
190;74116
195;74116
200;74116
205;74116
210;74116
215;74116
220;74116
225;74116
230;74116
235;74116
240;74116
245;74116
250;74116
255;74116
260;74116
265;74116
270;74116
275;74116
280;74116
285;74116
290;74116
295;74116
300;74116
