TEMPO;FO
0;96104
5;87145
10;87145
15;87145
20;87145
25;87145
30;87145
35;87145
40;87145
45;87145
50;87145
55;87145
60;87145
65;87145
70;87145
75;86257
80;86257
85;85831
90;85831
95;85831
100;81991
105;81109
110;80919
115;80919
120;80919
125;80919
130;80197
135;80197
140;80197
145;80197
150;80197
155;80197
160;80197
165;80197
170;77455
175;77349
180;77349
185;77349
190;77349
195;77349
200;77071
205;77023
210;77023
215;77023
220;77023
225;77023
230;76953
235;76953
240;76953
245;76953
250;76953
255;76953
260;76953
265;76953
270;76953
275;76953
280;76953
285;76953
290;76953
295;76953
300;76953
