TEMPO;FO_media;FO_min;FO_max
0;87061.9;81534;90521
5;79708.3;77711;81506
10;78459.8;76745;80532
15;78204.6;76745;80532
20;78122.9;76745;79715
25;78064.5;76745;79131
30;77971.9;76745;79062
35;77971.9;76745;79062
40;77971.9;76745;79062
45;77971.9;76745;79062
50;77754.4;76745;79062
55;77754.4;76745;79062
60;77754.4;76745;79062
65;77754.4;76745;79062
70;77754.4;76745;79062
75;77545.4;76745;79062
80;77545.4;76745;79062
85;77545.4;76745;79062
90;77545.4;76745;79062
95;77511.9;76745;79062
100;77511.9;76745;79062
105;77472.6;76745;79062
110;77472.6;76745;79062
115;77347.5;76745;77870
120;77347.5;76745;77870
125;77340.1;76745;77870
130;77340.1;76745;77870
135;77340.1;76745;77870
140;77340.1;76745;77870
145;77340.1;76745;77870
150;77340.1;76745;77870
155;77340.1;76745;77870
160;77340.1;76745;77870
165;77340.1;76745;77870
170;77340.1;76745;77870
175;77340.1;76745;77870
180;77340.1;76745;77870
185;77340.1;76745;77870
190;77340.1;76745;77870
195;77340.1;76745;77870
200;77340.1;76745;77870
205;77340.1;76745;77870
210;77340.1;76745;77870
215;77340.1;76745;77870
220;77340.1;76745;77870
225;77340.1;76745;77870
230;77340.1;76745;77870
235;77340.1;76745;77870
240;77340.1;76745;77870
245;77340.1;76745;77870
250;77340.1;76745;77870
255;77263.9;76745;77737
260;77263.9;76745;77737
265;77263.9;76745;77737
270;77263.9;76745;77737
275;77263.9;76745;77737
280;77263.9;76745;77737
285;77263.9;76745;77737
290;77263.9;76745;77737
295;77263.9;76745;77737
300;77263.9;76745;77737
