TEMPO;FO_media;FO_min;FO_max
0;152314.1;147336;161533
5;139425.2;135190;145565
10;138590.3;135104;145565
15;137955.5;135104;143489
20;137635.0;135104;141803
25;137602.0;135104;141630
30;137552.3;135104;141630
35;137552.3;135104;141630
40;137144.4;135104;140297
45;137084.7;135104;140297
50;137052.2;135104;140297
55;137052.2;135104;140297
60;137052.2;135104;140297
65;137052.2;135104;140297
70;137052.2;135104;140297
75;137052.2;135104;140297
80;137052.2;135104;140297
85;137052.2;135104;140297
90;137052.2;135104;140297
95;137052.2;135104;140297
100;137052.2;135104;140297
105;136959.2;135104;140297
110;136959.2;135104;140297
115;136959.2;135104;140297
120;136959.2;135104;140297
125;136959.2;135104;140297
130;136959.2;135104;140297
135;136959.2;135104;140297
140;136959.2;135104;140297
145;136959.2;135104;140297
150;136959.2;135104;140297
155;136959.2;135104;140297
160;136959.2;135104;140297
165;136959.2;135104;140297
170;136959.2;135104;140297
175;136959.2;135104;140297
180;136959.2;135104;140297
185;136959.2;135104;140297
190;136959.2;135104;140297
195;136959.2;135104;140297
200;136959.2;135104;140297
205;136959.2;135104;140297
210;136959.2;135104;140297
215;136959.2;135104;140297
220;136959.2;135104;140297
225;136959.2;135104;140297
230;136862.0;135104;140297
235;136804.4;135104;140297
240;136804.4;135104;140297
245;136763.4;135104;140297
250;136745.3;135041;140297
255;136745.3;135041;140297
260;136745.3;135041;140297
265;136685.3;134441;140297
270;136685.3;134441;140297
275;136618.6;133774;140297
280;136618.6;133774;140297
285;136618.6;133774;140297
290;136618.6;133774;140297
295;136618.6;133774;140297
300;136618.6;133774;140297
