TEMPO;FO_media;FO_min;FO_max
0;92595.9;86178;98708
5;79132.4;75162;83064
10;77847.5;74382;80840
15;77432.9;74382;80840
20;76832.7;73326;80263
25;76144.8;73326;80263
30;75827.6;73326;80263
35;75818.4;73326;80263
40;75540.5;73326;80263
45;75486.2;73326;80263
50;75486.2;73326;80263
55;75486.2;73326;80263
60;75486.2;73326;80263
65;75486.2;73326;80263
70;75271.7;73326;80263
75;75271.7;73326;80263
80;75271.7;73326;80263
85;75271.7;73326;80263
90;75271.7;73326;80263
95;75271.7;73326;80263
100;75271.7;73326;80263
105;75271.7;73326;80263
110;75271.7;73326;80263
115;75271.7;73326;80263
120;75271.7;73326;80263
125;75271.7;73326;80263
130;75271.7;73326;80263
135;75211.1;72720;80263
140;75176.2;72371;80263
145;75176.2;72371;80263
150;75176.2;72371;80263
155;75176.2;72371;80263
160;75176.2;72371;80263
165;75176.2;72371;80263
170;75176.2;72371;80263
175;75176.2;72371;80263
180;75176.2;72371;80263
185;75176.2;72371;80263
190;75176.2;72371;80263
195;74863.5;72371;78443
200;74855.0;72371;78443
205;74637.0;72371;77061
210;74611.3;72371;77061
215;74611.3;72371;77061
220;74611.3;72371;77061
225;74611.3;72371;77061
230;74611.3;72371;77061
235;74611.3;72371;77061
240;74601.5;72371;77061
245;74601.5;72371;77061
250;74579.5;72371;77061
255;74579.5;72371;77061
260;74521.9;72371;77061
265;74521.9;72371;77061
270;74424.6;72371;77061
275;74414.6;72371;77061
280;74414.6;72371;77061
285;74414.6;72371;77061
290;74400.0;72371;77061
295;74400.0;72371;77061
300;74400.0;72371;77061
