TEMPO;FO_media;FO_min;FO_max
0;92998.8;90736;95563
5;86117.3;81722;88314
10;84975.7;81625;87429
15;84274.8;80626;87117
20;83677.2;80626;86941
25;83135.9;80626;86941
30;82595.9;79680;85565
35;82304.3;79680;85565
40;82127.5;79680;84234
45;82002.8;79675;84234
50;82002.8;79675;84234
55;82002.8;79675;84234
60;81883.6;79675;84234
65;81867.6;79675;84234
70;81867.6;79675;84234
75;81867.6;79675;84234
80;81798.3;79675;84234
85;81779.9;79675;84234
90;81779.9;79675;84234
95;81779.9;79675;84234
100;81702.4;79675;84234
105;81649.9;79675;84234
110;81640.6;79675;84234
115;81640.6;79675;84234
120;81550.7;79675;84234
125;81550.7;79675;84234
130;81550.7;79675;84234
135;81362.9;79675;84234
140;81362.9;79675;84234
145;81362.9;79675;84234
150;81362.9;79675;84234
155;81357.8;79675;84234
160;81357.8;79675;84234
165;81357.8;79675;84234
170;81357.8;79675;84234
175;81357.8;79675;84234
180;81357.8;79675;84234
185;81357.8;79675;84234
190;81357.8;79675;84234
195;81357.8;79675;84234
200;81357.8;79675;84234
205;81357.8;79675;84234
210;81284.0;78942;84234
215;81284.0;78942;84234
220;81284.0;78942;84234
225;81272.8;78830;84234
230;81260.4;78706;84234
235;81260.4;78706;84234
240;81260.4;78706;84234
245;81260.4;78706;84234
250;81260.4;78706;84234
255;81260.4;78706;84234
260;81260.4;78706;84234
265;81260.4;78706;84234
270;81260.4;78706;84234
275;81226.5;78706;83895
280;81226.5;78706;83895
285;81226.5;78706;83895
290;81226.5;78706;83895
295;81118.4;78706;83895
300;81113.2;78706;83895
