TEMPO;FO_media;FO_min;FO_max
0;150470.1;144855;158429
5;141005.1;137067;142694
10;140081.4;136932;141794
15;139910.6;135224;141794
20;139250.2;135224;141794
25;139138.1;135224;141498
30;138780.5;135224;141169
35;138183.5;135146;139867
40;137850.0;133092;139867
45;137787.8;133092;139867
50;137498.4;133092;139809
55;137464.3;133092;139809
60;137310.1;133092;139809
65;137075.4;133092;139005
70;137040.6;133092;139005
75;136854.4;133092;139005
80;136612.0;133092;139005
85;136578.2;133092;139005
90;136578.2;133092;139005
95;136578.2;133092;139005
100;136578.2;133092;139005
105;136448.4;133092;139005
110;136411.2;133092;138659
115;136340.3;133092;138659
120;136263.3;133092;137889
125;136263.3;133092;137889
130;136263.3;133092;137889
135;136263.3;133092;137889
140;136263.3;133092;137889
145;136263.3;133092;137889
150;136263.3;133092;137889
155;136263.3;133092;137889
160;136263.3;133092;137889
165;136191.4;133092;137889
170;136102.2;133092;137889
175;136102.2;133092;137889
180;136102.2;133092;137889
185;136102.2;133092;137889
190;135962.7;133092;137250
195;135962.7;133092;137250
200;135930.9;133092;137250
205;135930.9;133092;137250
210;135904.0;133092;137250
215;135904.0;133092;137250
220;135904.0;133092;137250
225;135904.0;133092;137250
230;135904.0;133092;137250
235;135904.0;133092;137250
240;135904.0;133092;137250
245;135904.0;133092;137250
250;135904.0;133092;137250
255;135904.0;133092;137250
260;135904.0;133092;137250
265;135904.0;133092;137250
270;135904.0;133092;137250
275;135904.0;133092;137250
280;135904.0;133092;137250
285;135904.0;133092;137250
290;135904.0;133092;137250
295;135904.0;133092;137250
300;135904.0;133092;137250
