TEMPO;FO_media;FO_min;FO_max
0;103568.2;99459;109733
5;91496.5;87597;94341
10;89137.9;85094;93756
15;89051.5;84917;93716
20;88676.9;84917;92143
25;87776.4;84917;92143
30;87686.6;84917;92143
35;87550.9;84917;92143
40;87550.9;84917;92143
45;87398.4;84917;92082
50;87362.2;84917;92082
55;87222.3;84917;90683
60;87222.3;84917;90683
65;87222.3;84917;90683
70;87221.6;84917;90676
75;87131.1;84917;90676
80;87131.1;84917;90676
85;87131.1;84917;90676
90;87131.1;84917;90676
95;87131.1;84917;90676
100;87123.7;84917;90602
105;87123.7;84917;90602
110;87055.6;84917;89921
115;87055.6;84917;89921
120;87055.6;84917;89921
125;86933.9;84917;89921
130;86933.9;84917;89921
135;86933.9;84917;89921
140;86904.3;84917;89921
145;86826.1;84917;89921
150;86796.1;84917;89921
155;86787.3;84917;89921
160;86787.3;84917;89921
165;86775.7;84917;89921
170;86737.7;84917;89921
175;86721.0;84917;89921
180;86587.1;84917;89921
185;86566.0;84917;89921
190;86566.0;84917;89921
195;86556.1;84917;89822
200;86549.3;84917;89754
205;86318.9;84917;87526
210;86316.6;84917;87526
215;86316.6;84917;87526
220;86316.6;84917;87526
225;86288.1;84917;87526
230;86288.1;84917;87526
235;86288.1;84917;87526
240;86288.1;84917;87526
245;86288.1;84917;87526
250;86000.1;84318;87526
255;86000.1;84318;87526
260;86000.1;84318;87526
265;86000.1;84318;87526
270;86000.1;84318;87526
275;86000.1;84318;87526
280;86000.1;84318;87526
285;86000.1;84318;87526
290;86000.1;84318;87526
295;86000.1;84318;87526
300;86000.1;84318;87526
