TEMPO;FO_media;FO_min;FO_max
0;92672.7;90912;95870
5;82912.5;81083;84711
10;81602.4;78890;84601
15;80794.8;76518;84601
20;79590.1;75373;82565
25;78997.1;75373;82565
30;78379.0;73253;82565
35;77587.8;73253;80932
40;77251.1;72462;80932
45;77251.1;72462;80932
50;76512.5;72462;80839
55;76427.4;72462;80839
60;76413.8;72462;80839
65;75864.9;72462;80839
70;74851.6;72462;79908
75;74617.3;72351;79908
80;74514.8;72351;79908
85;74514.8;72351;79908
90;74514.8;72351;79908
95;74511.3;72351;79908
100;74511.3;72351;79908
105;74437.3;72351;79908
110;74358.5;72351;79120
115;74358.4;72351;79119
120;74345.8;72351;79119
125;74345.8;72351;79119
130;74345.8;72351;79119
135;74345.8;72351;79119
140;74345.8;72351;79119
145;74345.8;72351;79119
150;74345.8;72351;79119
155;74345.8;72351;79119
160;74345.8;72351;79119
165;74345.8;72351;79119
170;74344.0;72351;79119
175;74344.0;72351;79119
180;74344.0;72351;79119
185;74344.0;72351;79119
190;74344.0;72351;79119
195;74344.0;72351;79119
200;74344.0;72351;79119
205;74344.0;72351;79119
210;74344.0;72351;79119
215;74344.0;72351;79119
220;74344.0;72351;79119
225;74344.0;72351;79119
230;74344.0;72351;79119
235;74344.0;72351;79119
240;74344.0;72351;79119
245;74344.0;72351;79119
250;74344.0;72351;79119
255;74344.0;72351;79119
260;74344.0;72351;79119
265;74344.0;72351;79119
270;74344.0;72351;79119
275;74344.0;72351;79119
280;74344.0;72351;79119
285;74344.0;72351;79119
290;74344.0;72351;79119
295;74344.0;72351;79119
300;74344.0;72351;79119
