TEMPO;FO_media;FO_min;FO_max
0;107016.7;99277;110904
5;92821.2;87782;97177
10;92001.1;87782;95958
15;91289.4;83632;95958
20;90489.0;82648;95958
25;90473.5;82648;95958
30;89424.6;82648;95958
35;89341.1;82648;95958
40;89250.5;82648;95958
45;88863.2;82648;95958
50;88438.8;82648;95949
55;88438.8;82648;95949
60;88375.6;82648;95949
65;88020.0;82648;95893
70;87832.3;82648;95893
75;87832.3;82648;95893
80;87820.6;82531;95893
85;87813.3;82531;95893
90;87813.3;82531;95893
95;87813.3;82531;95893
100;87655.3;82531;94442
105;87655.3;82531;94442
110;87592.3;82531;94442
115;87419.9;82531;94442
120;87419.9;82531;94442
125;87419.9;82531;94442
130;87419.9;82531;94442
135;87310.5;82531;94442
140;87309.6;82531;94439
145;87273.0;82531;94166
150;87272.8;82531;94164
155;87272.8;82531;94164
160;87272.8;82531;94164
165;87272.8;82531;94164
170;87272.8;82531;94164
175;87272.8;82531;94164
180;87272.8;82531;94164
185;87272.8;82531;94164
190;87272.8;82531;94164
195;87188.2;82531;94164
200;87054.2;82531;93120
205;87053.8;82531;93120
210;87053.5;82531;93120
215;87053.5;82531;93120
220;87053.5;82531;93120
225;87053.5;82531;93120
230;87053.5;82531;93120
235;87053.5;82531;93120
240;87051.8;82531;93120
245;87051.8;82531;93120
250;87051.8;82531;93120
255;87051.8;82531;93120
260;87051.8;82531;93120
265;87051.8;82531;93120
270;87051.8;82531;93120
275;87051.8;82531;93120
280;87051.8;82531;93120
285;87051.8;82531;93120
290;87051.8;82531;93120
295;87051.8;82531;93120
300;87051.8;82531;93120
