TEMPO;FO_media;FO_min;FO_max
0;154065.1;151494;157039
5;91340.5;89510;92854
10;90286.7;87129;92071
15;89454.9;85949;91795
20;88818.2;85949;91047
25;88546.8;84559;90315
30;88089.3;84559;89985
35;88021.8;84559;89985
40;87398.2;82339;89985
45;87357.1;82339;89985
50;87258.4;82339;89167
55;87092.8;82339;89081
60;87064.6;82339;89081
65;87064.6;82339;89081
70;86919.8;82339;88974
75;86806.4;82339;88974
80;86806.4;82339;88974
85;86270.6;82339;88974
90;86270.6;82339;88974
95;86270.6;82339;88974
100;86094.6;82339;88974
105;86094.6;82339;88974
110;86094.6;82339;88974
115;86094.6;82339;88974
120;85372.0;81748;87633
125;85372.0;81748;87633
130;85289.5;81748;87231
135;85289.5;81748;87231
140;85289.5;81748;87231
145;85289.5;81748;87231
150;85289.5;81748;87231
155;85289.5;81748;87231
160;85289.5;81748;87231
165;85289.5;81748;87231
170;85289.5;81748;87231
175;85289.5;81748;87231
180;85289.5;81748;87231
185;85289.5;81748;87231
190;85289.5;81748;87231
195;85289.5;81748;87231
200;85289.5;81748;87231
205;85289.5;81748;87231
210;85289.5;81748;87231
215;85189.7;81748;87231
220;85189.7;81748;87231
225;85189.7;81748;87231
230;84901.5;81748;87231
235;84901.5;81748;87231
240;84831.4;81748;87231
245;84831.4;81748;87231
250;84831.4;81748;87231
255;84831.4;81748;87231
260;84824.8;81748;87231
265;84627.9;81592;87231
270;84627.9;81592;87231
275;84627.9;81592;87231
280;84627.9;81592;87231
285;84627.9;81592;87231
290;84608.8;81592;87231
295;84549.7;81592;86640
300;84549.7;81592;86640
