TEMPO;FO
0;103915
5;96588
10;92945
15;90845
20;89399
25;88635
30;88183
35;88183
40;87836
45;87836
50;87836
55;87836
60;87836
65;87836
70;87836
75;87836
80;87836
85;87836
90;87836
95;87836
100;87836
105;87836
110;87836
115;87836
120;87836
125;87836
130;87836
135;87836
140;87836
145;87836
150;87836
155;87836
160;87836
165;87836
170;87836
175;87836
180;87836
185;87836
190;87836
195;87836
200;87836
205;87836
210;87836
215;87836
220;87836
225;87836
230;87836
235;87836
240;87836
245;87836
250;87836
255;87836
260;87836
265;87836
270;87836
275;87836
280;87836
285;87836
290;87836
295;87836
300;87836
