TEMPO;FO
0;91259
5;87431
10;78024
15;78024
20;78024
25;78024
30;78024
35;78024
40;78024
45;78024
50;78024
55;78024
60;78024
65;78024
70;78024
75;78024
80;78024
85;78024
90;78024
95;78024
100;78024
105;78024
110;78024
115;78024
120;78024
125;78024
130;78024
135;78024
140;78024
145;78024
150;78024
155;78024
160;78024
165;78024
170;78024
175;78024
180;78024
185;78024
190;78024
195;78024
200;78024
205;78024
210;78024
215;78024
220;78024
225;78024
230;78024
235;78024
240;78024
245;78024
250;78024
255;78024
260;78024
265;78024
270;78024
275;78024
280;78024
285;78024
290;78024
295;78024
300;78024
