TEMPO;FO
0;91147
5;81433
10;81433
15;81433
20;81065
25;81065
30;77838
35;77434
40;77434
45;77434
50;77434
55;77434
60;77434
65;77434
70;77434
75;77434
80;77434
85;77434
90;77434
95;77434
100;77434
105;77434
110;77434
115;76766
120;76579
125;76579
130;76579
135;76579
140;76579
145;76579
150;76579
155;76579
160;76579
165;76579
170;76579
175;76579
180;76579
185;76579
190;76579
195;76579
200;76579
205;76579
210;74849
215;74849
220;74098
225;74098
230;74098
235;74098
240;73674
245;73674
250;73674
255;73674
260;73674
265;73674
270;73674
275;73674
280;73674
285;73674
290;73579
295;73579
300;73579
