TEMPO;FO
0;97212
5;88610
10;87967
15;87115
20;86139
25;85862
30;85691
35;82182
40;81365
45;79346
50;79346
55;79346
60;79346
65;79346
70;79346
75;79346
80;79346
85;79346
90;79346
95;79346
100;79346
105;79346
110;79346
115;79346
120;79346
125;79346
130;79346
135;79346
140;79346
145;79346
150;79346
155;79346
160;79346
165;79346
170;79346
175;79346
180;79346
185;79346
190;79346
195;79346
200;79346
205;79346
210;79346
215;79346
220;79346
225;79346
230;79346
235;79346
240;79346
245;79346
250;79346
255;79346
260;79346
265;79346
270;79346
275;79346
280;79346
285;79346
290;79346
295;79346
300;79346
