TEMPO;FO
0;94577
5;82407
10;82407
15;82407
20;82407
25;82407
30;82407
35;82407
40;82407
45;82407
50;82407
55;82407
60;82407
65;82407
70;82407
75;82407
80;82407
85;82407
90;82407
95;82407
100;82407
105;82407
110;82407
115;82407
120;82407
125;82407
130;82407
135;82407
140;82407
145;82407
150;82407
155;82407
160;82407
165;82407
170;82407
175;82407
180;82407
185;82407
190;82407
195;82407
200;82407
205;82407
210;82407
215;82407
220;82407
225;82407
230;82407
235;82407
240;82407
245;82407
250;82407
255;82407
260;82407
265;82407
270;82407
275;82407
280;82407
285;82407
290;82407
295;82407
300;82407
