TEMPO;FO
0;87792
5;80054
10;80054
15;79354
20;78533
25;78248
30;78231
35;78231
40;78231
45;78231
50;78231
55;78231
60;78231
65;78231
70;78231
75;78231
80;78231
85;78231
90;78231
95;78231
100;78231
105;78231
110;78231
115;78231
120;78231
125;78231
130;78231
135;78231
140;78231
145;78231
150;78231
155;78231
160;78231
165;78231
170;78231
175;78231
180;78231
185;78231
190;78231
195;78231
200;78231
205;78231
210;78231
215;78231
220;78231
225;78231
230;78231
235;78231
240;78231
245;78231
250;78231
255;78231
260;78231
265;78231
270;78231
275;78231
280;78231
285;78231
290;78231
295;78231
300;78231
