TEMPO;FO
0;102023
5;94430
10;94430
15;94430
20;94430
25;94430
30;93885
35;92633
40;92288
45;92288
50;92288
55;92288
60;92288
65;92288
70;91897
75;91897
80;91897
85;91786
90;91786
95;91786
100;91786
105;91786
110;91786
115;91786
120;91786
125;91786
130;91786
135;91786
140;91786
145;91786
150;91786
155;91786
160;91786
165;91786
170;91786
175;91786
180;91786
185;91786
190;91786
195;91786
200;91786
205;91786
210;91786
215;91786
220;91786
225;91786
230;91786
235;91786
240;91786
245;91786
250;91786
255;91786
260;91786
265;91786
270;91786
275;91786
280;91786
285;91786
290;91786
295;91786
300;91786
