TEMPO;FO
0;93950
5;81718
10;79229
15;78985
20;78985
25;78985
30;78523
35;78523
40;76947
45;76947
50;76947
55;76947
60;76947
65;76934
70;76934
75;76934
80;76934
85;76934
90;76934
95;76934
100;76934
105;76934
110;76934
115;76934
120;76934
125;76934
130;76934
135;76934
140;76934
145;76934
150;76934
155;76934
160;76934
165;76934
170;76934
175;76934
180;76934
185;76934
190;76934
195;76934
200;76934
205;76934
210;76934
215;76934
220;76934
225;76934
230;76934
235;76934
240;76934
245;76934
250;76934
255;76934
260;76934
265;76934
270;76934
275;76934
280;76934
285;76934
290;76934
295;76934
300;76934
