TEMPO;FO
0;89075
5;87846
10;85752
15;85752
20;80782
25;78139
30;78139
35;78139
40;77905
45;77905
50;77905
55;77905
60;77905
65;77905
70;77905
75;77905
80;77905
85;77905
90;77905
95;77905
100;77905
105;77905
110;77905
115;77905
120;77905
125;77068
130;77062
135;76898
140;76898
145;76898
150;76898
155;76898
160;76898
165;76898
170;76898
175;76898
180;76898
185;76898
190;76898
195;76898
200;76898
205;76898
210;76898
215;76898
220;76898
225;76898
230;76898
235;76898
240;76898
245;76898
250;76898
255;76898
260;76898
265;76898
270;76898
275;76898
280;76898
285;76898
290;76898
295;76898
300;76898
