TEMPO;FO
0;112932
5;96998
10;96998
15;96998
20;96998
25;96998
30;96998
35;96298
40;96298
45;96298
50;96298
55;96298
60;96298
65;96298
70;96298
75;96298
80;96298
85;96298
90;96298
95;96298
100;96298
105;95794
110;95794
115;95794
120;95794
125;95794
130;95794
135;95794
140;93346
145;91060
150;91060
155;91060
160;89777
165;87975
170;87975
175;87975
180;87975
185;87975
190;87975
195;87975
200;87975
205;87975
210;87975
215;87975
220;87975
225;87975
230;87975
235;87975
240;87975
245;87975
250;87975
255;87975
260;87975
265;87975
270;87975
275;87975
280;87975
285;87975
290;87975
295;87975
300;87975
