TEMPO;FO
0;97983
5;79916
10;79731
15;79320
20;78335
25;78335
30;78004
35;78004
40;78004
45;78004
50;78004
55;78004
60;78004
65;78004
70;78004
75;78004
80;78004
85;78004
90;78004
95;78004
100;78004
105;78004
110;78004
115;78004
120;78004
125;78004
130;78004
135;78004
140;78004
145;78004
150;78004
155;78004
160;78004
165;78004
170;78004
175;78004
180;78004
185;78004
190;78004
195;78004
200;78004
205;78004
210;78004
215;78004
220;78004
225;78004
230;78004
235;78004
240;78004
245;78004
250;78004
255;78004
260;78004
265;78004
270;78004
275;78004
280;78004
285;78004
290;78004
295;78004
300;78004
