TEMPO;FO
0;105114
5;93049
10;93049
15;93049
20;93049
25;93049
30;93049
35;93049
40;93049
45;93049
50;93049
55;93049
60;93049
65;93049
70;93049
75;93049
80;93049
85;93049
90;93049
95;93049
100;93049
105;93049
110;93049
115;93049
120;93049
125;93049
130;93049
135;93049
140;93049
145;93049
150;93049
155;93049
160;93049
165;93049
170;93049
175;93049
180;93049
185;93049
190;93049
195;93049
200;93049
205;93049
210;93049
215;93049
220;93049
225;93049
230;93049
235;93049
240;93049
245;93049
250;93049
255;93049
260;93049
265;93049
270;93049
275;93049
280;93049
285;93049
290;93049
295;93049
300;93049
