TEMPO;FO
0;107713
5;95861
10;93111
15;93111
20;89620
25;89620
30;89620
35;89620
40;89620
45;89620
50;89620
55;89620
60;89620
65;89620
70;89620
75;89620
80;89028
85;89028
90;89028
95;89028
100;88769
105;88769
110;88769
115;88769
120;88769
125;88769
130;88769
135;88769
140;88769
145;88769
150;88769
155;88769
160;88769
165;88769
170;88769
175;88769
180;88769
185;88769
190;88769
195;88769
200;88769
205;88769
210;88769
215;88769
220;88769
225;88769
230;88769
235;88769
240;88769
245;88769
250;88769
255;88769
260;88769
265;88769
270;88769
275;88769
280;88769
285;88769
290;88769
295;88769
300;88769
