TEMPO;FO
0;88278
5;79973
10;79750
15;79750
20;79750
25;79264
30;78969
35;78969
40;78969
45;78969
50;78969
55;78969
60;78969
65;78969
70;78969
75;78969
80;78969
85;78969
90;78969
95;78969
100;78533
105;78533
110;78533
115;78533
120;78533
125;78533
130;78533
135;78231
140;78231
145;78231
150;78231
155;78231
160;78231
165;78231
170;78231
175;78231
180;78231
185;78231
190;78231
195;78231
200;78231
205;78231
210;78231
215;78231
220;78231
225;78231
230;78231
235;78231
240;78231
245;78231
250;78231
255;78231
260;78231
265;78231
270;78231
275;78231
280;78231
285;78231
290;78231
295;78231
300;78231
