TEMPO;FO
0;96860
5;81093
10;81093
15;81093
20;81093
25;80967
30;80935
35;79690
40;78849
45;78637
50;78637
55;78637
60;78637
65;78637
70;78637
75;78637
80;78637
85;78637
90;78637
95;78637
100;78637
105;78637
110;78637
115;78637
120;78637
125;78637
130;78637
135;78637
140;78637
145;78637
150;78637
155;78637
160;78637
165;78637
170;78637
175;78637
180;78637
185;78637
190;78637
195;78637
200;78637
205;78637
210;78637
215;78637
220;78637
225;78637
230;78637
235;78637
240;78637
245;78637
250;78637
255;78637
260;78637
265;78637
270;78637
275;78637
280;78637
285;78637
290;78637
295;78637
300;78637
