TEMPO;FO
0;96931
5;86099
10;81800
15;79311
20;79311
25;78282
30;78282
35;78282
40;78282
45;78282
50;78282
55;78282
60;78282
65;78282
70;78282
75;78282
80;78282
85;78282
90;78282
95;78282
100;78282
105;78282
110;78282
115;78282
120;78282
125;78282
130;78282
135;78282
140;78282
145;78282
150;78282
155;78282
160;78282
165;78282
170;78282
175;78282
180;78282
185;78282
190;78282
195;78282
200;78282
205;78282
210;78282
215;78282
220;78282
225;78282
230;78282
235;78282
240;78282
245;78282
250;78282
255;78282
260;78282
265;78282
270;78282
275;78282
280;78282
285;78282
290;78282
295;78282
300;78282
