TEMPO;FO
0;108098
5;96095
10;96095
15;96095
20;96095
25;95383
30;95303
35;95303
40;95303
45;93704
50;93704
55;93704
60;93704
65;93704
70;93704
75;93704
80;93704
85;93704
90;93704
95;93704
100;93704
105;93704
110;93704
115;93704
120;93704
125;93704
130;93704
135;93704
140;93704
145;93704
150;93704
155;93704
160;93704
165;93704
170;93704
175;93704
180;93704
185;93704
190;93704
195;93704
200;93704
205;93704
210;93704
215;93704
220;93704
225;93704
230;93704
235;93704
240;93704
245;93704
250;87950
255;87950
260;87695
265;87080
270;87053
275;86059
280;86059
285;86059
290;86059
295;86059
300;86059
