TEMPO;FO
0;109436
5;95509
10;95509
15;95509
20;95508
25;95508
30;95508
35;95508
40;95508
45;90376
50;89818
55;89818
60;89818
65;89818
70;89818
75;89818
80;89818
85;89818
90;89818
95;89818
100;89369
105;88875
110;84936
115;84936
120;84936
125;84936
130;84936
135;84936
140;84936
145;84936
150;84936
155;84936
160;84936
165;84936
170;84936
175;84936
180;84936
185;84936
190;84936
195;84936
200;84936
205;84936
210;84936
215;84936
220;84936
225;84936
230;84373
235;84341
240;84341
245;84341
250;84341
255;84341
260;84341
265;84341
270;84341
275;84341
280;84341
285;84341
290;84341
295;84341
300;84341
