TEMPO;FO
0;92354
5;80826
10;80826
15;80777
20;80777
25;80777
30;80777
35;80777
40;80777
45;80777
50;80777
55;80777
60;80777
65;80777
70;80777
75;80777
80;80777
85;80777
90;80777
95;80777
100;80777
105;80777
110;80777
115;80777
120;80777
125;80777
130;80777
135;80777
140;80777
145;80777
150;80777
155;80777
160;80777
165;80777
170;80777
175;80777
180;80777
185;80777
190;80777
195;80777
200;80777
205;80777
210;80777
215;80777
220;80777
225;80777
230;80777
235;80777
240;80777
245;80777
250;80777
255;80777
260;80777
265;80777
270;80777
275;80777
280;80777
285;80777
290;80777
295;80777
300;80777
