TEMPO;FO
0;94154
5;80342
10;79226
15;79226
20;79226
25;79226
30;79226
35;79226
40;79226
45;79226
50;79226
55;79226
60;79226
65;79226
70;79226
75;79226
80;79226
85;79226
90;79226
95;79226
100;79226
105;79226
110;79226
115;79226
120;79226
125;79226
130;79226
135;79226
140;79226
145;79226
150;79226
155;79226
160;79226
165;79226
170;79226
175;79226
180;79226
185;79226
190;79226
195;79226
200;79226
205;79226
210;79226
215;79226
220;79226
225;79226
230;79226
235;79226
240;79226
245;79226
250;79226
255;79226
260;79226
265;79226
270;79226
275;79226
280;79226
285;79226
290;79226
295;79226
300;79226
