TEMPO;FO
0;156830
5;144760
10;139434
15;136958
20;136192
25;136192
30;136192
35;136192
40;136192
45;136192
50;136192
55;136192
60;136192
65;136192
70;136192
75;136192
80;136192
85;136192
90;136192
95;136192
100;136192
105;136192
110;136192
115;136192
120;136192
125;136192
130;136192
135;136192
140;136192
145;136192
150;136192
155;136192
160;136192
165;136192
170;136192
175;136192
180;136192
185;136192
190;136192
195;136192
200;136192
205;136192
210;136192
215;136192
220;136192
225;136192
230;136192
235;136192
240;136192
245;136192
250;136192
255;136192
260;136192
265;136192
270;136192
275;136192
280;136192
285;136192
290;136192
295;136192
300;136192
