TEMPO;FO
0;153778
5;142252
10;141141
15;139311
20;138877
25;138777
30;138492
35;138492
40;138492
45;137360
50;136510
55;136510
60;136510
65;136510
70;136510
75;136510
80;136510
85;136510
90;136503
95;136503
100;136503
105;136503
110;136503
115;136503
120;136503
125;136503
130;136503
135;136503
140;136503
145;136503
150;136503
155;136503
160;136503
165;136503
170;136503
175;136503
180;136503
185;136503
190;136503
195;136503
200;136503
205;136503
210;136503
215;136503
220;136503
225;136503
230;136503
235;136503
240;136503
245;136503
250;136503
255;136503
260;136503
265;136503
270;136503
275;136503
280;136503
285;136503
290;136503
295;136503
300;136503
