TEMPO;FO
0;107216
5;96640
10;88319
15;87268
20;87268
25;87268
30;87268
35;87268
40;87268
45;87268
50;87268
55;87268
60;87268
65;87268
70;87268
75;87268
80;87268
85;87268
90;87268
95;87268
100;87268
105;87268
110;87268
115;87268
120;87268
125;87268
130;87268
135;87268
140;87268
145;87268
150;87268
155;87268
160;87268
165;87268
170;87268
175;87268
180;87268
185;87268
190;87268
195;87268
200;87265
205;87265
210;87265
215;87265
220;87265
225;87265
230;87265
235;87265
240;87265
245;87265
250;87265
255;87265
260;87265
265;87265
270;87265
275;87265
280;87265
285;87265
290;87265
295;87265
300;87265
