TEMPO;FO
0;103250
5;94341
10;93756
15;93716
20;92143
25;92143
30;92143
35;92143
40;92143
45;92082
50;92082
55;90683
60;90683
65;90683
70;90676
75;90676
80;90676
85;90676
90;90676
95;90676
100;90602
105;90602
110;89921
115;89921
120;89921
125;89921
130;89921
135;89921
140;89921
145;89921
150;89921
155;89921
160;89921
165;89921
170;89921
175;89921
180;89921
185;89921
190;89921
195;89822
200;89754
205;87450
210;87427
215;87427
220;87427
225;87198
230;87198
235;87198
240;87198
245;87198
250;84318
255;84318
260;84318
265;84318
270;84318
275;84318
280;84318
285;84318
290;84318
295;84318
300;84318
