TEMPO;FO
0;146843
5;137747
10;137718
15;137718
20;136327
25;136327
30;136327
35;136327
40;136327
45;136327
50;136327
55;136327
60;136327
65;136327
70;136327
75;136327
80;136327
85;136327
90;136327
95;136327
100;136327
105;136327
110;136327
115;136327
120;136327
125;136327
130;136327
135;136327
140;136327
145;136327
150;136327
155;136327
160;136327
165;136327
170;136327
175;136327
180;136327
185;136327
190;136327
195;136327
200;136327
205;136327
210;136327
215;136327
220;136327
225;136327
230;136327
235;136327
240;136327
245;136327
250;136327
255;136327
260;136327
265;136327
270;136327
275;136327
280;136327
285;136327
290;136327
295;136327
300;136327
