TEMPO;FO
0;95181
5;83918
10;82959
15;82565
20;82565
25;82565
30;82565
35;74669
40;72462
45;72462
50;72462
55;72462
60;72462
65;72462
70;72462
75;72462
80;72462
85;72462
90;72462
95;72462
100;72462
105;72462
110;72462
115;72462
120;72462
125;72462
130;72462
135;72462
140;72462
145;72462
150;72462
155;72462
160;72462
165;72462
170;72462
175;72462
180;72462
185;72462
190;72462
195;72462
200;72462
205;72462
210;72462
215;72462
220;72462
225;72462
230;72462
235;72462
240;72462
245;72462
250;72462
255;72462
260;72462
265;72462
270;72462
275;72462
280;72462
285;72462
290;72462
295;72462
300;72462
