TEMPO;FO
0;147529
5;141645
10;141645
15;141645
20;141645
25;137823
30;137823
35;137823
40;137823
45;137823
50;137823
55;137823
60;137823
65;137823
70;137823
75;137823
80;137823
85;137823
90;137823
95;137823
100;137823
105;137823
110;137823
115;137823
120;137823
125;137823
130;137823
135;135538
140;135538
145;135538
150;135538
155;135538
160;135538
165;135538
170;135538
175;135538
180;135538
185;135538
190;135538
195;135538
200;135538
205;135538
210;135538
215;135538
220;135538
225;135538
230;135538
235;135538
240;135538
245;135538
250;135538
255;135538
260;135538
265;135538
270;135538
275;135538
280;135538
285;135538
290;135538
295;135538
300;135538
