TEMPO;FO
0;105692
5;90460
10;89428
15;89421
20;89114
25;86732
30;86508
35;86508
40;86508
45;86508
50;86508
55;86508
60;86508
65;86508
70;86508
75;86508
80;86508
85;86508
90;86508
95;86508
100;86508
105;86508
110;86508
115;86508
120;86508
125;86508
130;86508
135;86508
140;86508
145;86508
150;86508
155;86508
160;86508
165;86508
170;86508
175;86508
180;86508
185;86508
190;86508
195;86508
200;86508
205;86508
210;86508
215;86508
220;86508
225;86452
230;86452
235;86452
240;86452
245;86452
250;86452
255;86452
260;86452
265;86452
270;86452
275;86452
280;86452
285;86452
290;86452
295;86452
300;86452
